,XLB,XLE,XLC,XLF,USDOLLAR
2002-03-20 19:00:00,0.0,0.0,0.0,0.9999921827219347,7.81727806527896e-06
2002-03-21 19:00:00,0.0,0.0,0.0,0.9999921843600835,7.815639916544218e-06
2002-03-24 19:00:00,0.0,0.0,0.0,0.9999921802400816,7.819759918405973e-06
2002-03-25 19:00:00,0.0,0.0,0.0,0.9999920529001876,7.94709981246118e-06
2002-03-26 19:00:00,0.0,0.0,0.0,0.9999921487877669,7.851212233167284e-06
2002-03-27 19:00:00,0.0,0.0,0.0,0.99999224802884,7.751971160068489e-06
2002-03-31 19:00:00,0.0,0.0,0.0,0.9999921896844775,7.810315522599384e-06
2002-04-01 19:00:00,0.0,0.0,0.0,0.999992174032001,7.825967999008614e-06
2002-04-02 19:00:00,0.0,0.0,0.0,0.9999922015658037,7.798434196374656e-06
2002-04-03 19:00:00,0.0,0.0,0.0,0.9999920839136744,7.916086325532446e-06
2002-04-04 19:00:00,0.0,0.0,0.0,0.9999921529343341,7.847065665916152e-06
2002-04-07 20:00:00,0.0,0.0,0.0,0.9999921892373633,7.810762636631223e-06
2002-04-08 20:00:00,0.0,0.0,0.0,0.9999922109279552,7.789072044691472e-06
2002-04-09 20:00:00,0.0,0.0,0.0,0.9999922579888293,7.74201117071183e-06
2002-04-10 20:00:00,0.0,0.0,0.0,0.9999922849030852,7.715096914856187e-06
2002-04-11 20:00:00,0.0,0.0,0.0,0.9999920881768913,7.911823108641207e-06
2002-04-14 20:00:00,0.0,0.0,0.0,0.9999921859122664,7.814087733738831e-06
2002-04-15 20:00:00,0.0,0.0,0.0,0.9999920827192456,7.917280754396831e-06
2002-04-16 20:00:00,0.0,0.0,0.0,0.9999922405278948,7.759472105160278e-06
2002-04-17 20:00:00,0.0,0.0,0.0,0.9999922590861906,7.740913809446964e-06
2002-04-18 20:00:00,0.0,0.0,0.0,0.9999922578574836,7.742142516411758e-06
2002-04-21 20:00:00,0.0,0.0,0.0,0.9999922424964631,7.75750353687477e-06
2002-04-22 20:00:00,0.0,0.0,0.0,0.9999921350601366,7.864939863419826e-06
2002-04-23 20:00:00,0.0,0.0,0.0,0.9999920958020946,7.904197905389026e-06
2002-04-24 20:00:00,0.0,0.0,0.0,0.9999920442662773,7.95573372266592e-06
2002-04-25 20:00:00,0.0,0.0,0.0,0.9999919678820839,8.032117916120709e-06
2002-04-28 20:00:00,0.0,0.0,0.0,0.9999919361545275,8.063845472467674e-06
2002-04-29 20:00:00,0.0,0.0,0.0,0.9999918639389025,8.136061097437745e-06
2002-04-30 20:00:00,0.0,0.0,0.0,0.9999919579812834,8.042018716682403e-06
2002-05-01 20:00:00,0.0,0.0,0.0,0.9999920110489763,7.98895102372927e-06
2002-05-02 20:00:00,0.0,0.0,0.0,0.9999920870155388,7.912984461199551e-06
2002-05-05 20:00:00,0.0,0.0,0.0,0.9999920473186351,7.95268136483462e-06
2002-05-06 20:00:00,0.0,0.0,0.0,0.9999918574797135,8.142520286417838e-06
2002-05-07 20:00:00,0.0,0.0,0.0,0.9999918186475945,8.181352405563197e-06
2002-05-08 20:00:00,0.0,0.0,0.0,0.9999920524409763,7.94755902361536e-06
2002-05-09 20:00:00,0.0,0.0,0.0,0.9999919551236824,8.0448763175632e-06
2002-05-12 20:00:00,0.0,0.0,0.0,0.9999918491895605,8.150810439547001e-06
2002-05-13 20:00:00,0.0,0.0,0.0,0.9999919918855721,8.00811442790621e-06
2002-05-14 20:00:00,0.0,0.0,0.0,0.9999921121467564,7.887853243625184e-06
2002-05-15 20:00:00,0.0,0.0,0.0,0.9999920727535495,7.927246450467746e-06
2002-05-16 20:00:00,0.0,0.0,0.0,0.9999921647340849,7.835265915101477e-06
2002-05-19 20:00:00,0.0,0.0,0.0,0.9999921979038809,7.802096119063949e-06
2002-05-20 20:00:00,0.0,0.0,0.0,0.999992060120963,7.939879037084943e-06
2002-05-21 20:00:00,0.0,0.0,0.0,0.9999919842558305,8.015744169532171e-06
2002-05-22 20:00:00,0.0,0.0,0.0,0.9999919980172125,8.001982787465353e-06
2002-05-23 20:00:00,0.0,0.0,0.0,0.9999920828676925,7.917132307573242e-06
2002-05-27 20:00:00,0.0,0.0,0.0,0.9999920283627772,7.971637222672407e-06
2002-05-28 20:00:00,0.0,0.0,0.0,0.9999919428294182,8.05717058186753e-06
2002-05-29 20:00:00,0.0,0.0,0.0,0.9999919385074587,8.061492541285497e-06
2002-05-30 20:00:00,0.0,0.0,0.0,0.99999190359547,8.096404529980631e-06
2002-06-02 20:00:00,0.0,0.0,0.0,0.9999919053792249,8.094620775117916e-06
2002-06-03 20:00:00,0.0,0.0,0.0,0.9999917412998287,8.258700171297199e-06
2002-06-04 20:00:00,0.0,0.0,0.0,0.9999916853294545,8.31467054550347e-06
2002-06-05 20:00:00,0.0,0.0,0.0,0.9999917641564695,8.235843530500371e-06
2002-06-06 20:00:00,0.0,0.0,0.0,0.9999915811023863,8.41889761375504e-06
2002-06-09 20:00:00,0.0,0.0,0.0,0.9999916062256161,8.393774383852341e-06
2002-06-10 20:00:00,0.0,0.0,0.0,0.9999916508027067,8.349197293321102e-06
2002-06-11 20:00:00,0.0,0.0,0.0,0.9999915000640814,8.499935918635326e-06
2002-06-12 20:00:00,0.0,0.0,0.0,0.9999915457760968,8.454223903133861e-06
2002-06-13 20:00:00,0.0,0.0,0.0,0.9999913424574246,8.657542575317615e-06
2002-06-16 20:00:00,0.0,0.0,0.0,0.9999914209729557,8.579027044271162e-06
2002-06-17 20:00:00,0.0,0.0,0.0,0.999991788516016,8.211483983924897e-06
2002-06-18 20:00:00,0.0,0.0,0.0,0.9999918029444681,8.197055531884517e-06
2002-06-19 20:00:00,0.0,0.0,0.0,0.9999917223551916,8.277644808363239e-06
2002-06-20 20:00:00,0.0,0.0,0.0,0.9999915510832145,8.44891678560618e-06
2002-06-23 20:00:00,0.0,0.0,0.0,0.9999914555523454,8.544447654582582e-06
2002-06-24 20:00:00,0.0,0.0,0.0,0.9999914781129067,8.521887093242544e-06
2002-06-25 20:00:00,0.0,0.0,0.0,0.999991394177232,8.60582276789506e-06
2002-06-26 20:00:00,0.0,0.0,0.0,0.9999912263371541,8.773662845996985e-06
2002-06-27 20:00:00,0.0,0.0,0.0,0.9999914087889711,8.591211028939824e-06
2002-06-30 20:00:00,0.0,0.0,0.0,0.9999915167972993,8.483202700825163e-06
2002-07-01 20:00:00,0.0,0.0,0.0,0.999991336250614,8.663749385953922e-06
2002-07-02 20:00:00,0.0,0.0,0.0,0.9999912135343022,8.786465697792146e-06
2002-07-04 20:00:00,0.0,0.0,0.0,0.9999911133158673,8.886684132692467e-06
2002-07-07 20:00:00,0.0,0.0,0.0,0.9999914399054224,8.560094577604867e-06
2002-07-08 20:00:00,0.0,0.0,0.0,0.9999913936693284,8.606330671545582e-06
2002-07-09 20:00:00,0.0,0.0,0.0,0.9999911606285169,8.839371483038417e-06
2002-07-10 20:00:00,0.0,0.0,0.0,0.9999908680677129,9.131932287136265e-06
2002-07-11 20:00:00,0.0,0.0,0.0,0.9999909899339432,9.010066056803468e-06
2002-07-14 20:00:00,0.0,0.0,0.0,0.9999908534313457,9.146568654182567e-06
2002-07-15 20:00:00,0.0,0.0,0.0,0.9999908519795229,9.148020477195455e-06
2002-07-16 20:00:00,0.0,0.0,0.0,0.9999906625769889,9.3374230111968e-06
2002-07-17 20:00:00,0.0,0.0,0.0,0.9999906036009064,9.396399093507927e-06
2002-07-18 20:00:00,0.0,0.0,0.0,0.9999902638748929,9.73612510720814e-06
2002-07-21 20:00:00,0.0,0.0,0.0,0.9999900492594888,9.95074051115692e-06
2002-07-22 20:00:00,0.0,0.0,0.0,0.9999896975555983,1.0302444401633129e-05
2002-07-23 20:00:00,0.0,0.0,0.0,0.9999890746300526,1.092536994735101e-05
2002-07-24 20:00:00,0.0,0.0,0.0,0.9999896942847551,1.0305715244767563e-05
2002-07-25 20:00:00,0.0,0.0,0.0,0.9999896175982428,1.038240175721111e-05
2002-07-28 20:00:00,0.0,0.0,0.0,0.9999899240931724,1.0075906827572305e-05
2002-07-29 20:00:00,0.0,0.0,0.0,0.9999905542744131,9.445725586844741e-06
2002-07-30 20:00:00,0.0,0.0,0.0,0.9999905735870935,9.426412906456689e-06
2002-07-31 20:00:00,0.0,0.0,0.0,0.9999907152479314,9.284752068583605e-06
2002-08-01 20:00:00,0.0,0.0,0.0,0.9999904783160122,9.521683987877565e-06
2002-08-04 20:00:00,0.0,0.0,0.0,0.9999902290586484,9.770941351636943e-06
2002-08-05 20:00:00,0.0,0.0,0.0,0.9999898282514947,1.0171748505245611e-05
2002-08-06 20:00:00,0.0,0.0,0.0,0.9999901495240457,9.85047595430958e-06
2002-08-07 20:00:00,0.0,0.0,0.0,0.999990273228816,9.72677118402878e-06
2002-08-08 20:00:00,0.0,0.0,0.0,0.9999907545315156,9.24546848432919e-06
2002-08-11 20:00:00,0.0,0.0,0.0,0.9999908321999063,9.167800093797265e-06
2002-08-12 20:00:00,0.0,0.0,0.0,0.9999907275817868,9.27241821320808e-06
2002-08-13 20:00:00,0.0,0.0,0.0,0.9999905000222054,9.499977794662065e-06
2002-08-14 20:00:00,0.0,0.0,0.0,0.9999908630224607,9.13697753936882e-06
2002-08-15 20:00:00,0.0,0.0,0.0,0.9999909731530068,9.026846993149751e-06
2002-08-18 20:00:00,0.0,0.0,0.0,0.9999909066350423,9.093364957775236e-06
2002-08-19 20:00:00,0.0,0.0,0.0,0.9999911308626213,8.869137378771224e-06
2002-08-20 20:00:00,0.0,0.0,0.0,0.9999910067210568,8.99327894321091e-06
2002-08-21 20:00:00,0.0,0.0,0.0,0.9999910241123662,8.975887633787088e-06
2002-08-22 20:00:00,0.0,0.0,0.0,0.9999911266385896,8.87336141045755e-06
2002-08-25 20:00:00,0.0,0.0,0.0,0.9999909340131513,9.065986848778734e-06
2002-08-26 20:00:00,0.0,0.0,0.0,0.9999910646995771,8.935300422800205e-06
2002-08-27 20:00:00,0.0,0.0,0.0,0.9999909806742815,9.019325718617184e-06
2002-08-28 20:00:00,0.0,0.0,0.0,0.9999908289607675,9.17103923256357e-06
2002-08-29 20:00:00,0.0,0.0,0.0,0.9999908353369592,9.16466304078904e-06
2002-09-02 20:00:00,0.0,0.0,0.0,0.9999908533998157,9.146600184246872e-06
2002-09-03 20:00:00,0.0,0.0,0.0,0.9999903808264193,9.619173580584462e-06
2002-09-04 20:00:00,0.0,0.0,0.0,0.999990556905612,9.443094387998667e-06
2002-09-05 20:00:00,0.0,0.0,0.0,0.9999904121206813,9.587879318788157e-06
2002-09-08 20:00:00,0.0,0.0,0.0,0.9999905539075946,9.446092405342324e-06
2002-09-09 20:00:00,0.0,0.0,0.0,0.9999906995776262,9.300422373786333e-06
